-1.45864e-21, 4.09361e+07, 1.69581e+06, 1.30218e+09, 0, -1.21452e-23
-1.45864e-21, 4.09361e+07, 1.6956e+06, 1.30186e+09, 0, -1.21074e-23
-1.45864e-21, 4.09361e+07, 1.69497e+06, 1.3009e+09, 0, -1.19935e-23
-1.45864e-21, 4.09361e+07, 1.69393e+06, 1.29929e+09, 0, -1.18024e-23
-1.45864e-21, 4.09361e+07, 1.69246e+06, 1.29706e+09, 0, -1.15322e-23
-1.45864e-21, 4.09361e+07, 1.69058e+06, 1.29419e+09, 0, -1.11805e-23
-1.45864e-21, 4.09361e+07, 1.68828e+06, 1.2907e+09, 0, -1.07443e-23
-1.45864e-21, 4.09361e+07, 1.68557e+06, 1.28659e+09, 0, -1.02202e-23
-1.45864e-21, 4.09361e+07, 1.68244e+06, 1.28188e+09, 0, -9.60475e-24
-1.45864e-21, 4.09361e+07, 1.67889e+06, 1.27658e+09, 0, -8.89452e-24
-1.45864e-21, 4.09361e+07, 1.67493e+06, 1.2707e+09, 0, -8.08651e-24
-1.45864e-21, 4.09361e+07, 1.67056e+06, 1.26425e+09, 0, -7.17847e-24
-1.45864e-21, 4.09361e+07, 1.66577e+06, 1.25725e+09, 0, -6.16925e-24
-1.45864e-21, 4.09361e+07, 1.66058e+06, 1.24972e+09, 0, -5.05928e-24
-1.45864e-21, 4.09361e+07, 1.65497e+06, 1.24167e+09, 0, -3.85102e-24
-1.45864e-21, 4.09361e+07, 1.64895e+06, 1.23311e+09, 0, -2.54941e-24
-1.45864e-21, 4.09361e+07, 1.64253e+06, 1.22408e+09, 0, -1.16239e-24
-1.45864e-21, 4.09361e+07, 1.63571e+06, 1.2146e+09, 0, 2.98706e-25
-1.45864e-21, 4.09361e+07, 1.62848e+06, 1.20467e+09, 0, 1.81881e-24
-1.45864e-21, 4.09361e+07, 1.62084e+06, 1.19432e+09, 0, 3.37888e-24
-1.45864e-21, 4.09361e+07, 1.61281e+06, 1.18359e+09, 0, 4.95586e-24
-1.45864e-21, 4.09361e+07, 1.60438e+06, 1.17248e+09, 0, 6.52283e-24
-1.45864e-21, 4.09361e+07, 1.59556e+06, 1.16102e+09, 0, 8.04948e-24
-1.45864e-21, 4.09361e+07, 1.58634e+06, 1.14923e+09, 0, 9.50281e-24
-1.45864e-21, 4.09361e+07, 1.57672e+06, 1.13715e+09, 0, 1.08482e-23
-1.45864e-21, 4.09361e+07, 1.56672e+06, 1.12479e+09, 0, 1.20508e-23
-1.45864e-21, 4.09361e+07, 1.55634e+06, 1.11217e+09, 0, 1.30771e-23
-1.45864e-21, 4.09361e+07, 1.54557e+06, 1.09932e+09, 0, 1.38968e-23
-1.45864e-21, 4.09361e+07, 1.53441e+06, 1.08627e+09, 0, 1.44847e-23
-1.45864e-21, 4.09361e+07, 1.52288e+06, 1.07304e+09, 0, 1.48224e-23
-1.45864e-21, 4.09361e+07, 1.51098e+06, 1.05964e+09, 0, 1.49002e-23
-1.45864e-21, 4.09361e+07, 1.4987e+06, 1.04611e+09, 0, 1.47181e-23
