-1.45864e-21, 4.09361e+07, 1.69581e+06, 1.30218e+09, -1.02107e-26, -4.22986e-28
-1.45864e-21, 4.09361e+07, 1.6956e+06, 1.30186e+09, -1.02082e-26, -4.2283e-28
-1.45864e-21, 4.09361e+07, 1.69497e+06, 1.3009e+09, -1.02006e-26, -4.22362e-28
-1.45864e-21, 4.09361e+07, 1.69393e+06, 1.29929e+09, -1.01881e-26, -4.21582e-28
-1.45864e-21, 4.09361e+07, 1.69246e+06, 1.29706e+09, -1.01706e-26, -4.20495e-28
-1.45864e-21, 4.09361e+07, 1.69058e+06, 1.29419e+09, -1.01482e-26, -4.19101e-28
-1.45864e-21, 4.09361e+07, 1.68828e+06, 1.2907e+09, -1.01209e-26, -4.17405e-28
-1.45864e-21, 4.09361e+07, 1.68557e+06, 1.28659e+09, -1.00888e-26, -4.15412e-28
-1.45864e-21, 4.09361e+07, 1.68244e+06, 1.28188e+09, -1.00519e-26, -4.13126e-28
-1.45864e-21, 4.09361e+07, 1.67889e+06, 1.27658e+09, -1.00105e-26, -4.10555e-28
-1.45864e-21, 4.09361e+07, 1.67493e+06, 1.2707e+09, -9.96446e-27, -4.07704e-28
-1.45864e-21, 4.09361e+07, 1.67056e+06, 1.26425e+09, -9.91401e-27, -4.0458e-28
-1.45864e-21, 4.09361e+07, 1.66577e+06, 1.25725e+09, -9.85926e-27, -4.01193e-28
-1.45864e-21, 4.09361e+07, 1.66058e+06, 1.24972e+09, -9.80032e-27, -3.97551e-28
-1.45864e-21, 4.09361e+07, 1.65497e+06, 1.24167e+09, -9.73733e-27, -3.93662e-28
-1.45864e-21, 4.09361e+07, 1.64895e+06, 1.23311e+09, -9.67044e-27, -3.89537e-28
-1.45864e-21, 4.09361e+07, 1.64253e+06, 1.22408e+09, -9.5998e-27, -3.85185e-28
-1.45864e-21, 4.09361e+07, 1.63571e+06, 1.2146e+09, -9.52556e-27, -3.80618e-28
-1.45864e-21, 4.09361e+07, 1.62848e+06, 1.20467e+09, -9.4479e-27, -3.75846e-28
-1.45864e-21, 4.09361e+07, 1.62084e+06, 1.19432e+09, -9.36697e-27, -3.70881e-28
-1.45864e-21, 4.09361e+07, 1.61281e+06, 1.18359e+09, -9.28296e-27, -3.65733e-28
-1.45864e-21, 4.09361e+07, 1.60438e+06, 1.17248e+09, -9.19604e-27, -3.60414e-28
-1.45864e-21, 4.09361e+07, 1.59556e+06, 1.16102e+09, -9.10639e-27, -3.54937e-28
-1.45864e-21, 4.09361e+07, 1.58634e+06, 1.14923e+09, -9.01419e-27, -3.49314e-28
-1.45864e-21, 4.09361e+07, 1.57672e+06, 1.13715e+09, -8.91964e-27, -3.43555e-28
-1.45864e-21, 4.09361e+07, 1.56672e+06, 1.12479e+09, -8.82291e-27, -3.37674e-28
-1.45864e-21, 4.09361e+07, 1.55634e+06, 1.11217e+09, -8.72419e-27, -3.31683e-28
-1.45864e-21, 4.09361e+07, 1.54557e+06, 1.09932e+09, -8.62367e-27, -3.25592e-28
-1.45864e-21, 4.09361e+07, 1.53441e+06, 1.08627e+09, -8.52153e-27, -3.19414e-28
-1.45864e-21, 4.09361e+07, 1.52288e+06, 1.07304e+09, -8.41797e-27, -3.13161e-28
-1.45864e-21, 4.09361e+07, 1.51098e+06, 1.05964e+09, -8.31315e-27, -3.06844e-28
-1.45864e-21, 4.09361e+07, 1.4987e+06, 1.04611e+09, -8.20726e-27, -3.00474e-28
-1.45864e-21, 4.09361e+07, 1.48605e+06, 1.03247e+09, -8.10048e-27, -2.94061e-28
-1.45864e-21, 4.09361e+07, 1.47303e+06, 1.01873e+09, -7.99298e-27, -2.87618e-28
-1.45864e-21, 4.09361e+07, 1.45965e+06, 1.00493e+09, -7.88493e-27, -2.81153e-28
-1.45864e-21, 4.09361e+07, 1.44592e+06, 9.91075e+08, -7.7765e-27, -2.74676e-28
